County/State Name,Population,Median_Household_Income,People_Below_Poverty,Employed_Population,Unemployed_Population,Bachelors_Degree,Median_Home_Value,state,county,Poverty_Rate,Employment_Rate,Unemployment_Rate,Education_Rate
"Gadsden County, Florida",43642,46047,11243,16750,734,3973,154700,12,039,25.761880757068877,95.80187600091512,4.198123999084878,9.103615782961368
"Gilchrist County, Florida",18494,61070,1946,7750,249,1159,191000,12,041,10.522331566994701,96.8871108888611,3.1128891111388923,6.266897372120687
"Glades County, Florida",12324,38905,2341,4274,267,948,114800,12,043,18.995456020772476,94.12023783307642,5.879762166923585,7.6923076923076925
"Gulf County, Florida",14772,67361,1412,5666,182,1807,235700,12,045,9.558624424587055,96.88782489740082,3.112175102599179,12.232602220417006
"Hamilton County, Florida",13445,47696,2933,3967,314,768,110400,12,047,21.814801041279285,92.6652651249708,7.3347348750291985,5.712160654518408
"Hardee County, Florida",25508,54231,5727,10195,696,1420,129400,12,049,22.45177983377764,93.60940225874576,6.390597741254246,5.566880978516544
"Hendry County, Florida",40798,53044,8630,19619,861,2159,189700,12,051,21.15299769596549,95.7958984375,4.2041015625,5.291926074807589
"Hernando County, Florida",201512,63193,23818,86075,5025,20731,240700,12,053,11.819643495176466,94.4840834248079,5.515916575192096,10.287724800508158
"Highlands County, Florida",103808,55581,15723,37960,2224,10017,177900,12,055,15.14623150431566,94.4654588891101,5.534541110889907,9.649545314426634
"Hillsborough County, Florida",1489634,75011,193025,780230,35448,238277,333300,12,057,12.957880929140982,95.6541674533333,4.345832546666699,15.995674105182884
"Holmes County, Florida",19626,48236,2565,7919,347,1182,101400,12,059,13.069397737694894,95.8020808129688,4.197919187031212,6.022623051054723
"Indian River County, Florida",163856,71049,18567,68819,3614,25931,314700,12,061,11.331290889561567,95.01056148440628,4.989438515593721,15.825480910067377
"Jackson County, Florida",47652,47327,7647,17247,818,2928,113900,12,063,16.047595064215564,95.47190700249101,4.528092997508995,6.144547972802821
"Jefferson County, Florida",14713,56984,2740,6633,432,1291,198800,12,065,18.62298647454632,93.88535031847134,6.114649681528663,8.774553116291715
"Lafayette County, Florida",8035,60692,1174,3041,193,272,131600,12,067,14.6110765401369,94.0321583178726,5.967841682127396,3.3851897946484133
"Lake County, Florida",398696,69956,37240,178746,9093,51007,287900,12,069,9.340449866565002,95.15915225272707,4.840847747272931,12.793456668740092
"Lee County, Florida",792692,73099,91539,357140,14873,112874,326300,12,071,11.547864744440464,96.00202143473481,3.9979785652651922,14.23932624525036
"Leon County, Florida",295335,65074,51451,160534,9021,48822,279800,12,073,17.421233514483554,94.67960248886791,5.3203975111320805,16.53105795114023
"Levy County, Florida",44276,53805,7539,18211,697,3661,171400,12,075,17.027283404101546,96.31372963824836,3.6862703617516397,8.268587948324148
"Liberty County, Florida",7650,53824,1290,2688,184,470,117600,12,077,16.862745098039216,93.59331476323119,6.406685236768802,6.143790849673202
"Madison County, Florida",18113,48176,3413,6646,161,1103,105900,12,079,18.842820073980015,97.63478771852505,2.3652122814749523,6.089548942748302
"Manatee County, Florida",416020,75792,42741,190554,9624,66541,359800,12,081,10.273784914186818,95.19227887180409,4.807721128195905,15.994663718090477
"Marion County, Florida",387697,58535,55184,156188,8159,41315,220800,12,083,14.233795979850244,95.03550414671396,4.964495853286035,10.656517847700652
"Martin County, Florida",160464,80701,17817,72093,3260,29362,386500,12,085,11.103425067304816,95.67369580507743,4.326304194922565,18.29818526273806
"Miami-Dade County, Florida",2685296,68694,394945,1411127,61929,393474,425400,12,086,14.707689580589998,95.79588284491561,4.204117155084396,14.6529097723305
"Monroe County, Florida",81840,82430,8412,43029,1382,14615,723800,12,087,10.278592375366568,96.88815833915021,3.111841660849789,17.858015640273706
"Nassau County, Florida",94653,88900,8659,44037,1745,15047,351100,12,089,9.148151669783314,96.18845834607488,3.8115416539251235,15.89701330121602
"Okaloosa County, Florida",214281,79097,19364,98040,3063,31302,324800,12,091,9.036732141440446,96.97041630812141,3.0295836918785795,14.607921374270234
"Okeechobee County, Florida",40249,52288,7127,16134,965,3270,179000,12,093,17.707272230365973,94.3563951108252,5.643604889174806,8.124425451564015
"Orange County, Florida",1440471,77011,182784,783584,42894,240839,358300,12,095,12.689182913088844,94.81002519123317,5.18997480876684,16.719461898226342
"Osceola County, Florida",406943,68711,50246,211121,11041,53415,317600,12,097,12.347183757921872,95.03020318506316,4.969796814936847,13.12591689745247
"Palm Beach County, Florida",1507453,81115,164211,748874,40437,266606,407300,12,099,10.893274947875655,94.87692430486842,5.123075695131576,17.68585819922744
"Pasco County, Florida",588758,67384,64423,274142,13424,77238,265800,12,101,10.94218677283366,95.33185425258897,4.668145747411029,13.118802631981222
"Pinellas County, Florida",960565,70293,107618,485890,22153,171050,319000,12,103,11.203614539359648,95.639542322205,4.36045767779499,17.807228037665332
"Polk County, Florida",760961,63644,109496,348858,15310,80742,240000,12,105,14.389173689584617,95.79589639946398,4.204103600536016,10.610530631661806
"Putnam County, Florida",74235,47256,17409,28561,2027,5285,147300,12,107,23.451202263083452,93.37321825552505,6.6267817444749575,7.119283356907119
"St. Johns County, Florida",292243,106169,19379,141778,5531,63116,457600,12,109,6.631125467504782,96.24530748291006,3.754692517089927,21.597095567729596
"St. Lucie County, Florida",346237,69027,39878,160770,9339,41516,305800,12,111,11.51754434101497,94.50999065305187,5.490009346948133,11.990630695159673
"Santa Rosa County, Florida",193719,88968,15911,87857,3944,27038,302100,12,113,8.21344318316737,95.70375050380716,4.296249496192852,13.957329946985068
"Sarasota County, Florida",449011,80633,36101,191786,7048,82183,373100,12,115,8.040114830148926,96.45533460072221,3.5446653992777897,18.303115068450442
"Seminole County, Florida",474912,83030,43264,260000,10643,93962,357300,12,117,9.10989825483458,96.06751329241843,3.932486707581574,19.785139141567278
"Sumter County, Florida",137536,73297,11723,32301,1845,26375,356000,12,119,8.523586551884597,94.59673168160253,5.403268318397469,19.176797347603536
"Suwannee County, Florida",44484,55479,5998,18390,1047,3258,160900,12,121,13.483499685280101,94.61336626022533,5.386633739774656,7.32398165632587
"Taylor County, Florida",21422,44985,3225,7130,364,1684,100200,12,123,15.054616749136402,95.14278089137977,4.85721910862023,7.861077397068435
"Union County, Florida",15551,64922,1995,4487,149,727,160400,12,125,12.828756993119415,96.78602243313202,3.2139775668679897,4.674940518294644
"Volusia County, Florida",568229,66581,67642,260546,10431,75136,278000,12,127,11.904003491550062,96.1505958070242,3.8494041929757876,13.222837975534512
"Wakulla County, Florida",34608,74183,1758,16352,513,3425,216300,12,129,5.079750346740638,96.95819745034095,3.041802549659057,9.896555709662506
"Walton County, Florida",79846,79281,8912,38398,2005,13232,376400,12,131,11.161485860281042,95.0374972155533,4.9625027844467,16.571900909250306
"Washington County, Florida",25259,52723,4279,9455,376,1313,156000,12,133,16.9404964567085,96.17536364561083,3.824636354389177,5.198147195059187
"Appling County, Georgia",18426,43728,4310,7536,273,614,81400,13,001,23.390860740258333,96.5040338071456,3.495966192854399,3.332247910561163
"Atkinson County, Georgia",8261,38438,2062,3696,105,290,76300,13,003,24.96065851591817,97.23756906077348,2.7624309392265194,3.5104708873017794
"Bacon County, Georgia",11129,50310,2223,4527,146,423,104100,13,005,19.974840506784076,96.87566873528782,3.1243312647121764,3.800880582262557
"Baker County, Georgia",2830,44405,832,1005,96,204,120100,13,007,29.39929328621908,91.28065395095368,8.71934604904632,7.208480565371024
"Baldwin County, Georgia",43669,55413,8518,17304,956,3839,164700,13,009,19.505827932858548,94.7645125958379,5.235487404162103,8.791133298220705
"Banks County, Georgia",18757,68830,2396,8915,238,1546,251700,13,011,12.773897744841925,97.39975964164755,2.600240358352453,8.242256224342912
"Barrow County, Georgia",86982,77477,8797,44927,1498,8049,255200,13,013,10.113586719091307,96.77329025309639,3.2267097469036083,9.253638683865626
"Bartow County, Georgia",111153,79431,11092,56361,2580,11616,262200,13,015,9.97903790271068,95.62274138545325,4.37725861454675,10.450460176513454
"Ben Hill County, Georgia",17138,39081,4308,7209,360,917,114600,13,017,25.137122184618978,95.24375743162902,4.756242568370987,5.350682693429805
"Berrien County, Georgia",18257,50414,3979,8008,334,1030,115200,13,019,21.79438023771704,95.99616398945096,4.003836010549029,5.64167168757189
"Bibb County, Georgia",156543,50747,37337,69565,5221,13337,165800,13,021,23.850954689765754,93.01874682427193,6.981253175728078,8.519703851337972
"Bleckley County, Georgia",12414,53005,2289,5288,392,901,132900,13,023,18.438859352344128,93.09859154929578,6.901408450704226,7.257934589979056
"Brantley County, Georgia",18171,47801,3054,7504,212,661,91800,13,025,16.807000165098234,97.25246241575947,2.747537584240539,3.6376644103241427
"Brooks County, Georgia",16285,47656,4056,7118,460,982,118100,13,027,24.906355541909733,93.92979678015307,6.070203219846925,6.030089038992938
"Bryan County, Georgia",46681,94234,3357,22249,1250,6495,317100,13,029,7.191362652899466,94.68062470743436,5.319375292565641,13.913583685011034
"Bulloch County, Georgia",81372,56832,16801,40143,3179,8620,191600,13,031,20.6471513542742,92.66192696551406,7.338073034485943,10.593324485080863
"Burke County, Georgia",24427,50739,4611,10970,633,1698,107800,13,033,18.876652884103656,94.54451434973714,5.4554856502628635,6.951324354198224
"Butts County, Georgia",26074,59221,3032,11072,551,1456,227800,13,035,11.62844212625604,95.25939946657489,4.740600533425106,5.584106773030605
"Calhoun County, Georgia",5528,55714,866,1657,122,284,82200,13,037,15.665701881331403,93.14221472737493,6.857785272625071,5.137481910274964
"Camden County, Georgia",56036,72399,8095,22760,1067,5189,233900,13,039,14.446070383325004,95.52188693498972,4.478113065010282,9.260118495253051
"Candler County, Georgia",10972,50431,1870,4731,191,570,135600,13,043,17.043383157127234,96.11946363266965,3.8805363673303535,5.195041924899744
"Carroll County, Georgia",122187,72327,18511,61601,3729,10694,227500,13,045,15.149729512959645,94.29205571712842,5.707944282871575,8.752158576607986
"Catoosa County, Georgia",68356,72425,5898,34130,1326,7329,214200,13,047,8.628357422903623,96.2601534296029,3.7398465703971118,10.72180935104453
"Charlton County, Georgia",12711,48534,2697,5392,544,727,119000,13,049,21.217842813311304,90.83557951482479,9.164420485175203,5.7194555896467625
"Chatham County, Georgia",298143,69575,41100,151528,8611,45020,273300,13,051,13.785331200128798,94.6227964455879,5.377203554412104,15.100136511673929
"Chattahoochee County, Georgia",9181,59221,772,1370,108,739,99800,13,053,8.408670079512035,92.69282814614344,7.307171853856563,8.049232109791962
"Chattooga County, Georgia",24975,47785,4696,9825,476,1039,98700,13,055,18.802802802802805,95.37908940879525,4.620910591204738,4.16016016016016
"Cherokee County, Georgia",274539,105442,17693,149547,4806,51466,389800,13,057,6.444621711305134,96.88635789391849,3.1136421060815147,18.746334764823942
"Clarke County, Georgia",129267,52267,30727,68114,3494,18006,271900,13,059,23.770181098037398,95.12065690984247,4.8793430901575245,13.9293091044118
"Clay County, Georgia",2853,48715,644,1175,52,256,92500,13,061,22.57273045916579,95.76202118989406,4.2379788101059495,8.973010865755345
"Clayton County, Georgia",298771,58507,49531,150139,10101,26504,194500,13,063,16.578248892964844,93.69633050424363,6.303669495756366,8.871008230383806
"Clinch County, Georgia",6722,55549,1517,2690,92,423,86300,13,065,22.567688188039273,96.69302659956865,3.3069734004313442,6.292770008925914
"Cobb County, Georgia",769152,98712,64760,432640,19668,166502,373700,13,067,8.419662173406557,95.65163561113224,4.348364388867763,21.647476701614245
"Coffee County, Georgia",43161,50175,7799,17807,864,2435,125700,13,069,18.06955353212391,95.37250281184726,4.62749718815275,5.641667245893283
"Colquitt County, Georgia",45907,49691,10835,21046,862,2608,121400,13,071,23.602065044546585,96.0653642505021,3.9346357494979003,5.681050820136363
"Columbia County, Georgia",159638,96122,10805,77272,3692,23009,287400,13,073,6.768438592315112,95.43994861913937,4.56005138086063,14.413234944060937
"Cook County, Georgia",17363,50133,3494,7966,351,1204,123000,13,075,20.123250590335772,95.77972826740411,4.220271732595888,6.934285549732189
"Coweta County, Georgia",150071,94142,12222,76396,2138,22536,321900,13,077,8.144145104650466,97.27761224437823,2.722387755621769,15.016892004451227
"Crawford County, Georgia",12183,60905,1593,5523,229,674,144800,13,079,13.0755971435607,96.01877607788595,3.9812239221140473,5.5322991053106785
"Crisp County, Georgia",19995,42745,4695,8929,780,1291,120800,13,081,23.48087021755439,91.96621691214337,8.033783087856627,6.456614153538384
"Dade County, Georgia",16196,58936,1280,7522,335,1526,166600,13,083,7.9031859718449,95.736286114293,4.263713885707013,9.422079525808842
"Dawson County, Georgia",28704,88986,2634,14622,649,5040,351900,13,085,9.176421404682273,95.75011459629363,4.249885403706371,17.558528428093645
"Decatur County, Georgia",29118,50485,6976,11824,821,1727,146200,13,087,23.957689401744624,93.50731514432582,6.49268485567418,5.93103921972663
"DeKalb County, Georgia",762105,77683,101298,412850,26350,135014,331400,13,089,13.291869230617829,94.00045537340618,5.999544626593807,17.715931531744314
"Dodge County, Georgia",19909,50152,4040,7668,262,1336,108700,13,091,20.292330101963934,96.69609079445145,3.3039092055485497,6.710532924807875
"Dooly County, Georgia",11026,56545,1777,4288,246,775,96400,13,093,16.116452022492293,94.57432730480811,5.425672695191883,7.028840921458371
"Dougherty County, Georgia",83915,46784,21255,36286,3909,6520,129200,13,095,25.329202168861347,90.27490981465355,9.725090185346435,7.769767026157422
"Douglas County, Georgia",146141,80764,16295,75827,4648,18094,262200,13,097,11.150190569381625,94.22429325877602,5.775706741223983,12.381193504902798
"Early County, Georgia",10683,53750,2216,4438,304,627,130100,13,099,20.743236918468593,93.58920286798819,6.41079713201181,5.869137882617243
"Echols County, Georgia",3705,61723,458,1853,66,193,112600,13,101,12.361673414304994,96.56070870244919,3.4392912975508074,5.209176788124156
"Effingham County, Georgia",67265,85465,4946,33643,1945,8428,245300,13,103,7.353006764290493,94.5346746094189,5.465325390581095,12.529547312867017
"Elbert County, Georgia",19725,49727,3989,9223,587,1253,114600,13,105,20.223067173637517,94.01630988786953,5.983690112130479,6.35234474017744
"Emanuel County, Georgia",22961,50053,5410,10187,986,1147,88200,13,107,23.561691563956273,91.17515439004742,8.824845609952565,4.995427028439528
"Evans County, Georgia",10740,53908,1870,4600,253,654,139700,13,109,17.411545623836126,94.7867298578199,5.213270142180095,6.089385474860335
"Fannin County, Georgia",25605,58073,3059,11030,465,2660,274600,13,111,11.9468853739504,95.95476294040888,4.045237059591127,10.388595977348174
"Fayette County, Georgia",120689,108986,6603,57798,2137,24748,405600,13,113,5.471086843042862,96.43447067656628,3.56552932343372,20.50559703038388
"Floyd County, Georgia",98985,62540,15943,46440,1978,9328,194100,13,115,16.10648077991615,95.91474245115454,4.085257548845471,9.423650047987069
"Forsyth County, Georgia",260062,138000,11712,139547,4675,59894,493800,13,117,4.5035414631895465,96.75846958161722,3.241530418382771,23.030661919080835
"Franklin County, Georgia",23840,52264,4685,10356,521,1589,160600,13,119,19.651845637583893,95.21007630780545,4.789923692194539,6.6652684563758395
"Fulton County, Georgia",1068507,91490,133805,602038,32429,248277,431200,13,121,12.522613328691342,94.88878066156316,5.11121933843683,23.23587959648369
"Gilmer County, Georgia",31976,72542,4667,13950,254,3515,278900,13,123,14.595321491118337,98.21177133201915,1.7882286679808506,10.99261946459845
"Glascock County, Georgia",2913,55250,347,1233,13,272,122800,13,125,11.912118091314795,98.95666131621188,1.043338683788122,9.337452797802952
"Glynn County, Georgia",84987,68546,13668,38922,1774,11022,268300,13,127,16.08245967030252,95.64084922351091,4.3591507764890896,12.969042324120158
"Gordon County, Georgia",58336,61997,7438,27854,1009,4103,205600,13,129,12.750274273176082,96.50417489519454,3.4958251048054603,7.033392759188152
"Grady County, Georgia",26056,54312,5318,11945,339,1629,136500,13,131,20.40988639852625,97.24031260175838,2.759687398241615,6.251918943813325
"Greene County, Georgia",19586,84530,1705,8267,424,3395,342200,13,133,8.70519759011539,95.12138994361983,4.878610056380164,17.333809864188705
"Gwinnett County, Georgia",966972,84823,100570,509837,20730,156415,345700,13,135,10.400507977480217,96.09285914879742,3.9071408512025814,16.175752762230964
"Habersham County, Georgia",46948,65622,6064,21585,486,4628,212000,13,137,12.916418164778051,97.7980154954465,2.2019845045534865,9.85771491863338
"Hall County, Georgia",208395,77430,26231,103928,4083,23186,313600,13,139,12.587154202356102,96.21982946181407,3.7801705381859256,11.125986707934452
"Hancock County, Georgia",8630,33182,2154,2401,142,377,87400,13,141,24.95944380069525,94.41604404246952,5.583955957530476,4.368482039397451
"Haralson County, Georgia",30720,65016,4596,14566,772,2244,210400,13,143,14.960937499999998,94.96674925022819,5.033250749771809,7.3046875
"Harris County, Georgia",35509,89184,2586,16705,969,4802,278700,13,145,7.282660733898448,94.51737014824036,5.482629851759647,13.52333211298544
"Hart County, Georgia",26484,57241,2940,11728,441,2518,206500,13,147,11.10104213864975,96.3760374722656,3.623962527734407,9.50762724663948
"Heard County, Georgia",11616,62907,2136,4867,254,635,161000,13,149,18.388429752066116,95.04003124389767,4.959968756102324,5.466597796143251
"Henry County, Georgia",245417,81612,22940,127449,7182,29470,277400,13,151,9.347355725153514,94.66541881141788,5.334581188582124,12.008133095914301
"Houston County, Georgia",166902,80743,16644,80034,4013,20771,205600,13,153,9.972319085451343,95.22529061120564,4.774709388794365,12.445027620999149
"Irwin County, Georgia",9385,53915,1657,4431,160,466,105300,13,155,17.65583377730421,96.51492049662383,3.485079503376171,4.965370271710176
"Jackson County, Georgia",80640,85012,6613,40071,1368,10096,312700,13,157,8.200644841269842,96.69876203576341,3.3012379642365883,12.519841269841269
"Jasper County, Georgia",15345,59574,2125,7133,517,1192,219700,13,159,13.848159009449331,93.24183006535948,6.758169934640524,7.768002606712285
"Jeff Davis County, Georgia",14838,40879,3935,6089,297,670,109300,13,161,26.51974659657636,95.3492013780144,4.650798621985594,4.515433346812238
"Jefferson County, Georgia",15468,46561,2810,6703,336,858,93100,13,163,18.166537367468322,95.22659468674529,4.773405313254724,5.546935608999224
"Jenkins County, Georgia",8674,36906,1769,3195,160,239,81100,13,165,20.39428176158635,95.23099850968704,4.769001490312966,2.755360848512797
"Johnson County, Georgia",9192,54183,1351,3394,240,324,91200,13,167,14.69756309834639,93.3957072096863,6.604292790313703,3.524804177545692
"Jones County, Georgia",28526,68259,3800,13464,493,2345,174600,13,169,13.32118067727687,96.46772228989038,3.5322777101096223,8.220570707424805
"Lamar County, Georgia",19098,68457,1895,8734,308,1424,201400,13,171,9.922504974342864,96.59367396593674,3.40632603406326,7.456278144308305
"Lanier County, Georgia",10094,44361,2726,4017,137,801,161100,13,173,27.006142262730336,96.70197400096293,3.2980259990370726,7.935407172577769
"Laurens County, Georgia",49619,49705,10944,21634,1230,3089,137400,13,175,22.056067232310202,94.62036389083275,5.37963610916725,6.225437836312703
"Lee County, Georgia",33337,88024,2256,17103,621,3945,226900,13,177,6.767255601883793,96.49627623561273,3.5037237643872716,11.83369829318775
"Liberty County, Georgia",66826,59013,9289,25636,2057,5218,180200,13,179,13.900278334779875,92.57213014119091,7.4278698588090855,7.808338072007902
"Lincoln County, Georgia",7773,50688,1393,3287,125,559,163600,13,181,17.9210086195806,96.33645955451348,3.663540445486518,7.191560530039881
"Long County, Georgia",17512,64747,2746,7094,383,877,196500,13,183,15.680676107811786,94.87762471579511,5.122375284204895,5.007994518044769
"Lowndes County, Georgia",119055,55887,23253,53524,3053,11738,197900,13,185,19.531309058838353,94.60381427081677,5.396185729183237,9.859308722859183
"Lumpkin County, Georgia",33931,72388,4893,16205,908,4026,277200,13,187,14.420441484188501,94.69409221060013,5.305907789399871,11.865255960625976
"McDuffie County, Georgia",21687,54058,4052,9692,358,1651,155100,13,189,18.68400424217273,96.43781094527363,3.5621890547263684,7.6128556277954536
"McIntosh County, Georgia",11187,50348,2475,4426,143,1098,173900,13,191,22.123893805309734,96.87021230028454,3.1297876997154734,9.814963797264681
"Macon County, Georgia",11953,37177,2537,4035,348,657,87000,13,193,21.224797122061407,92.06023271731691,7.939767282683094,5.496528068267381
"Madison County, Georgia",30914,58784,5772,14038,655,2117,198800,13,195,18.671152228763667,95.54209487511059,4.457905124889403,6.848030018761726
"Marion County, Georgia",7474,50484,1247,3166,131,568,122100,13,197,16.684506288466686,96.02669093114953,3.97330906885047,7.5996788868076
"Meriwether County, Georgia",20757,56458,4052,8599,541,1167,154600,13,199,19.521125403478344,94.08096280087528,5.919037199124726,5.622199739846798
"Miller County, Georgia",5873,58407,1377,2701,145,549,118300,13,201,23.44627958453942,94.90513000702741,5.094869992972593,9.34786310233271
"Mitchell County, Georgia",21441,51908,5042,8492,562,948,105500,13,205,23.51569423067954,93.7927987629777,6.207201237022311,4.421435567370925
"Monroe County, Georgia",28919,82863,3162,14260,572,3086,243200,13,207,10.933988035547564,96.14347357065803,3.856526429341963,10.671185034060652
"Montgomery County, Georgia",8675,51188,1279,3796,231,619,118200,13,209,14.743515850144092,94.26371989073752,5.736280109262478,7.1354466858789625
"Morgan County, Georgia",20614,85692,1522,10155,299,2770,323100,13,211,7.383331716309305,97.13985077482303,2.860149225176966,13.437469680799458
"Murray County, Georgia",40282,67880,5198,19972,1002,2380,173300,13,213,12.904026612382701,95.22265662248498,4.7773433775150185,5.908346159574996
"Muscogee County, Georgia",204383,56622,37491,89294,5775,23697,182300,13,215,18.34350215037454,93.92546466250829,6.074535337491717,11.594408536913539
"Newton County, Georgia",115530,73732,13984,58334,3850,10697,233300,13,217,12.104215355318965,93.80869677087354,6.191303229126464,9.259066909027958
"Oconee County, Georgia",42788,115925,2586,21490,650,7676,425100,13,219,6.043750584275965,97.06413730803975,2.935862691960253,17.939609236234457
"Oglethorpe County, Georgia",15221,69784,1676,7358,246,1602,198700,13,221,11.0111030812693,96.76486059968438,3.235139400315623,10.524932658826621
"Paulding County, Georgia",174292,94557,10525,89927,4011,21024,289000,13,223,6.038716636449177,95.7301624475718,4.269837552428197,12.062515778119478
"Peach County, Georgia",28269,68365,4730,13407,896,2227,186100,13,225,16.732109377763628,93.7355799482626,6.264420051737398,7.877887438536914
"Pickens County, Georgia",34197,75293,4502,16543,626,4316,289600,13,227,13.16489750562915,96.35389364552391,3.6461063544760903,12.620990145334385
"Pierce County, Georgia",19996,56691,2605,9098,366,1185,132100,13,229,13.02760552110422,96.13271344040575,3.867286559594252,5.9261852370474095
"Pike County, Georgia",19540,84184,1830,9210,402,1808,265700,13,231,9.365404298874104,95.81772784019975,4.18227215980025,9.25281473899693
"Polk County, Georgia",43365,55308,8302,18960,1095,2550,163500,13,233,19.144471347861177,94.54001495886313,5.459985041136874,5.88031822898651
"Pulaski County, Georgia",9893,47688,1577,3753,197,548,144300,13,235,15.940564035176388,95.0126582278481,4.987341772151899,5.539270191044173
"Putnam County, Georgia",22524,64163,4121,10015,437,2994,222000,13,237,18.296039779790448,95.81898201301186,4.181017986988136,13.292488012786361
"Quitman County, Georgia",2092,36838,324,762,237,80,103000,13,239,15.487571701720842,76.27627627627628,23.723723723723726,3.824091778202677
"Rabun County, Georgia",17107,61466,2497,7321,151,2267,272600,13,241,14.596364061495295,97.97912205567452,2.020877944325482,13.251885193195767
"Randolph County, Georgia",6270,25425,1628,2690,278,389,90900,13,243,25.964912280701753,90.63342318059298,9.366576819407008,6.2041467304625195
"Richmond County, Georgia",206040,53197,41459,94040,7429,19968,163300,13,245,20.121821005629975,92.67855207009038,7.321447929909628,9.691322073383809
"Rockdale County, Georgia",94293,72349,10026,47557,2749,11122,256600,13,247,10.632814737043047,94.53544308829962,5.464556911700394,11.795149162716214
"Schley County, Georgia",4539,59647,601,1992,81,338,152900,13,249,13.24080193875303,96.09261939218524,3.907380607814761,7.446574135272087
"Screven County, Georgia",14057,53017,2472,5950,339,814,122300,13,251,17.585544568542364,94.60963587215774,5.390364127842264,5.790709255175357
"Seminole County, Georgia",9117,49559,1700,3646,183,708,111600,13,253,18.646484589228912,95.22068425176286,4.779315748237138,7.765712405396512
"Spalding County, Georgia",68215,60217,12519,30991,1681,5178,196600,13,255,18.35226856263285,94.85492164544564,5.145078354554358,7.5907058564831775
"Stephens County, Georgia",26842,52264,3587,11986,620,1711,168200,13,257,13.363385738767603,95.08170712359194,4.91829287640806,6.374338722896952
"Stewart County, Georgia",4978,35000,1018,1500,71,319,53000,13,259,20.449979911611088,95.48058561425843,4.519414385741566,6.408196062675773
"Sumter County, Georgia",29174,41877,6209,13316,642,2212,122300,13,261,21.282648933982312,95.40048717581315,4.599512824186847,7.582093645026393
"Talbot County, Georgia",5753,45098,1232,2444,94,371,127200,13,263,21.414913957934992,96.29629629629629,3.7037037037037033,6.44880931687815
"Taliaferro County, Georgia",1740,48036,370,723,33,66,73100,13,265,21.26436781609195,95.63492063492063,4.365079365079365,3.793103448275862
"Tattnall County, Georgia",24215,52351,4463,9213,638,1378,122400,13,267,18.43072475738179,93.5235001522688,6.476499847731194,5.690687590336569
"Taylor County, Georgia",7786,41743,2242,3267,236,626,82900,13,269,28.79527356794246,93.26291749928632,6.737082500713674,8.040071923966092
"Telfair County, Georgia",12174,44948,3026,3435,171,470,108200,13,271,24.85625102677838,95.25790349417638,4.7420965058236275,3.8606867093806474
"Terrell County, Georgia",8941,43812,2838,3474,281,415,111500,13,273,31.74141594899899,92.51664447403462,7.483355525965379,4.641538977742981
"Thomas County, Georgia",45696,60140,8069,22428,1459,4753,185300,13,275,17.658000700280112,93.8920751873404,6.107924812659606,10.401348039215687
"Tift County, Georgia",41322,53165,8266,17928,597,2707,143100,13,277,20.003872029427423,96.77732793522267,3.222672064777328,6.550989787522385
"Toombs County, Georgia",26943,54130,5252,11660,458,1945,127100,13,279,19.493003748654566,96.2204984320845,3.7795015679154975,7.218943695950711
"Towns County, Georgia",12739,58400,1529,4806,170,1741,311900,13,281,12.002511971112332,96.58360128617363,3.4163987138263665,13.666692833032421
"Treutlen County, Georgia",6387,43750,1511,2655,215,432,98400,13,283,23.657429152966962,92.50871080139372,7.491289198606271,6.763738844527947
"Troup County, Georgia",69821,54905,12589,33036,1830,5926,187800,13,285,18.030392002406153,94.75133367750817,5.248666322491826,8.487417825582561
"Turner County, Georgia",8915,39565,1869,3827,443,493,95200,13,287,20.964666292765003,89.62529274004683,10.374707259953162,5.530005608524958
"Twiggs County, Georgia",7869,55439,1160,2908,116,411,104500,13,289,14.741390265599186,96.16402116402116,3.835978835978836,5.22302706824247
"Union County, Georgia",25598,65697,2598,10072,363,3302,272600,13,291,10.149230408625675,96.52132247244849,3.4786775275515094,12.899445269161653
"Upson County, Georgia",27856,50904,5749,11766,317,1885,149500,13,293,20.638282596209077,97.37647935115452,2.6235206488454854,6.766944284893739
"Walker County, Georgia",68449,55887,9223,32363,1623,6009,173900,13,295,13.474265511548744,95.2245042076149,4.7754957923851,8.778798813715321
"Walton County, Georgia",100361,82381,12060,50439,2719,10762,300500,13,297,12.016620001793525,94.88505963354528,5.11494036645472,10.723288926973625
"Ware County, Georgia",35958,44833,7690,13944,670,2505,106500,13,299,21.38606151621336,95.4153551389079,4.584644861092103,6.966460871016185
"Warren County, Georgia",5175,46776,1112,2138,165,347,78000,13,301,21.487922705314013,92.83543204515848,7.164567954841511,6.705314009661836
"Washington County, Georgia",19893,44009,2807,8232,395,1719,115600,13,303,14.110491127532299,95.42135157065029,4.578648429349716,8.641230583622379
"Wayne County, Georgia",30519,49562,5874,12362,824,1733,149800,13,305,19.247026442543987,93.75094797512513,6.249052024874867,5.678429830597333
"Webster County, Georgia",2348,40764,620,1152,64,147,92200,13,307,26.405451448040886,94.73684210526315,5.263157894736842,6.260647359454855
"Wheeler County, Georgia",7434,45262,1406,3006,196,564,74600,13,309,18.913101963949423,93.8788257339163,6.121174266083697,7.586763518966909
"White County, Georgia",28454,69747,3261,13365,442,2669,262200,13,311,11.460603078653266,96.79872528427609,3.2012747157239083,9.380052013776622
"Whitfield County, Georgia",103118,64262,13995,50297,2733,7373,198900,13,313,13.571830330301207,94.84631340750519,5.153686592494814,7.15006109505615
