countystate_name,population,median_household_income,people_below_poverty,employed_population,unemployed_population,bachelors_degree,median_home_value,state,county,poverty_rate,employment_rate,unemployment_rate,education_rate
"Cloud County, Kansas",8973.0,57333.0,863.0,4347.0,183.0,845.0,96300.0,20,29,9.617742115234593,95.96026490066225,4.039735099337748,9.417140309818343
"Coffey County, Kansas",8304.0,67377.0,782.0,4070.0,244.0,849.0,139500.0,20,31,9.417148362235068,94.3439962911451,5.656003708854891,10.223988439306359
"Comanche County, Kansas",1685.0,49417.0,181.0,862.0,21.0,189.0,59900.0,20,33,10.741839762611276,97.62174405436014,2.378255945639864,11.216617210682493
"Cowley County, Kansas",34487.0,58263.0,4455.0,16023.0,797.0,3518.0,111600.0,20,35,12.917911096935079,95.26159334126041,4.738406658739596,10.2009452837301
"Crawford County, Kansas",38963.0,50311.0,7727.0,20368.0,704.0,4750.0,122400.0,20,37,19.831635141031235,96.65907365223994,3.340926347760061,12.191053050329801
"Decatur County, Kansas",2746.0,52030.0,345.0,1428.0,53.0,475.0,78500.0,20,39,12.563729060451568,96.42133693450371,3.5786630654962863,17.297887836853608
"Dickinson County, Kansas",18423.0,67982.0,1592.0,9216.0,218.0,2001.0,148500.0,20,41,8.641372197796233,97.68920924316302,2.3107907568369725,10.861423220973784
"Doniphan County, Kansas",7492.0,72833.0,662.0,3774.0,57.0,550.0,121200.0,20,43,8.836091831286707,98.5121378230227,1.4878621769772904,7.3411639081687134
"Douglas County, Kansas",119547.0,68756.0,16894.0,69668.0,3261.0,20500.0,281600.0,20,45,14.131680426945051,95.52852774616409,4.471472253835922,17.148067287343054
"Edwards County, Kansas",2817.0,53792.0,453.0,1350.0,63.0,295.0,70500.0,20,47,16.080937167199146,95.54140127388536,4.45859872611465,10.472133475328363
"Elk County, Kansas",2464.0,56087.0,410.0,1013.0,35.0,259.0,60900.0,20,49,16.63961038961039,96.66030534351145,3.3396946564885495,10.511363636363637
"Ellis County, Kansas",28870.0,59889.0,4873.0,17050.0,539.0,4306.0,211100.0,20,51,16.87911326636647,96.93558474046279,3.0644152595372107,14.91513682022861
"Ellsworth County, Kansas",6366.0,66792.0,453.0,2800.0,80.0,719.0,116300.0,20,53,7.115928369462771,97.22222222222221,2.7777777777777777,11.294376374489476
"Finney County, Kansas",38001.0,72437.0,4351.0,19694.0,1066.0,2958.0,191100.0,20,55,11.44969869213968,94.86512524084777,5.134874759152216,7.784005684060946
"Ford County, Kansas",34133.0,70495.0,4769.0,17542.0,816.0,2862.0,132700.0,20,57,13.971816131016904,95.5550713585358,4.4449286414642115,8.384847508276447
"Franklin County, Kansas",25994.0,72142.0,2444.0,13770.0,333.0,2779.0,187400.0,20,59,9.402169731476494,97.63880025526484,2.361199744735163,10.690928675848273
"Geary County, Kansas",35895.0,57344.0,6709.0,13381.0,799.0,3040.0,165000.0,20,61,18.690625435297395,94.36530324400564,5.634696755994359,8.469146120629615
"Gove County, Kansas",2796.0,63203.0,112.0,1397.0,49.0,292.0,119000.0,20,63,4.005722460658083,96.61134163208852,3.38865836791148,10.44349070100143
"Graham County, Kansas",2406.0,52909.0,267.0,1235.0,52.0,327.0,88800.0,20,65,11.097256857855362,95.95959595959596,4.040404040404041,13.591022443890274
"Grant County, Kansas",7284.0,72484.0,390.0,3662.0,90.0,694.0,146200.0,20,67,5.354200988467875,97.60127931769723,2.398720682302772,9.527732015376166
"Gray County, Kansas",5696.0,77885.0,383.0,2902.0,62.0,735.0,174700.0,20,69,6.724016853932584,97.90823211875843,2.0917678812415654,12.903792134831459
"Greeley County, Kansas",1296.0,78819.0,127.0,684.0,1.0,179.0,108900.0,20,71,9.799382716049383,99.85401459854015,0.145985401459854,13.811728395061728
"Greenwood County, Kansas",5956.0,58276.0,873.0,2901.0,80.0,557.0,82600.0,20,73,14.657488247145736,97.31633679973163,2.683663200268366,9.35191403626595
"Hamilton County, Kansas",2485.0,61929.0,92.0,1182.0,10.0,253.0,119700.0,20,75,3.7022132796780682,99.16107382550335,0.8389261744966443,10.181086519114688
"Harper County, Kansas",5446.0,55417.0,812.0,2354.0,83.0,571.0,77300.0,20,77,14.910025706940875,96.5941731637259,3.4058268362741075,10.484759456481822
"Harvey County, Kansas",33823.0,73269.0,2592.0,17387.0,727.0,4788.0,173300.0,20,79,7.663424297075955,95.98652975598985,4.013470244010158,14.156047659876418
"Haskell County, Kansas",3695.0,69138.0,387.0,1763.0,86.0,333.0,154800.0,20,81,10.47361299052774,95.34883720930233,4.651162790697675,9.012178619756428
"Hodgeman County, Kansas",1676.0,63125.0,99.0,858.0,24.0,274.0,92700.0,20,83,5.906921241050119,97.27891156462584,2.7210884353741496,16.348448687350835
"Jackson County, Kansas",13277.0,72703.0,1190.0,6577.0,116.0,1156.0,193600.0,20,85,8.962868117797695,98.26684595846406,1.733154041535933,8.706786171574905
"Jefferson County, Kansas",18391.0,77393.0,1147.0,9575.0,226.0,2015.0,200800.0,20,87,6.236746234571258,97.694112845628,2.305887154372003,10.956446087760318
"Jewell County, Kansas",2909.0,52344.0,369.0,1384.0,6.0,322.0,62100.0,20,89,12.684771399106223,99.568345323741,0.4316546762589928,11.069095909247164
"Johnson County, Kansas",614764.0,107261.0,32476.0,348571.0,11014.0,144484.0,366000.0,20,91,5.282677580339773,96.93702462561008,3.0629753743899215,23.502352122115152
"Kearny County, Kansas",3910.0,74135.0,232.0,1781.0,24.0,278.0,152500.0,20,93,5.9335038363171355,98.67036011080333,1.3296398891966759,7.10997442455243
"Kingman County, Kansas",7284.0,59819.0,670.0,3738.0,139.0,862.0,107400.0,20,95,9.198242723778144,96.41475367552232,3.585246324477689,11.834157056562328
"Kiowa County, Kansas",2422.0,73214.0,125.0,1276.0,43.0,351.0,152400.0,20,97,5.161023947151114,96.73995451099317,3.2600454890068233,14.49215524360033
"Labette County, Kansas",19949.0,55439.0,3117.0,9319.0,264.0,1960.0,92100.0,20,99,15.624843350543888,97.24512156944589,2.7548784305541063,9.825053887412903
"Lane County, Kansas",1497.0,53042.0,121.0,753.0,4.0,184.0,119000.0,20,101,8.082832331329326,99.47159841479525,0.5284015852047557,12.291249164996659
"Leavenworth County, Kansas",82493.0,86906.0,6671.0,36597.0,1568.0,11965.0,260600.0,20,103,8.08674675427006,95.89152364732084,4.108476352679157,14.504260967597252
"Lincoln County, Kansas",2924.0,53546.0,341.0,1500.0,26.0,296.0,92600.0,20,105,11.662106703146375,98.2961992136304,1.7038007863695939,10.12311901504788
"Linn County, Kansas",9723.0,59200.0,1024.0,4549.0,170.0,1080.0,164500.0,20,107,10.531728890260208,96.39754185208731,3.602458147912693,11.107682813946312
"Logan County, Kansas",2720.0,71389.0,355.0,1453.0,18.0,387.0,116600.0,20,109,13.051470588235295,98.77634262406526,1.2236573759347382,14.227941176470587
"Lyon County, Kansas",32145.0,59078.0,4712.0,17518.0,437.0,3011.0,142200.0,20,111,14.658578317001089,97.56613756613757,2.433862433862434,9.366931093482657
"McPherson County, Kansas",30130.0,77701.0,2579.0,16294.0,330.0,4304.0,198400.0,20,113,8.559575174244939,98.01491819056785,1.9850818094321463,14.284766013939596
"Marion County, Kansas",11795.0,63438.0,1104.0,5872.0,178.0,1560.0,114400.0,20,115,9.359898261975413,97.05785123966942,2.9421487603305785,13.225943196269604
"Marshall County, Kansas",10001.0,70828.0,913.0,5087.0,93.0,907.0,119500.0,20,117,9.12908709129087,98.20463320463321,1.7953667953667953,9.06909309069093
"Meade County, Kansas",3949.0,74868.0,255.0,1905.0,22.0,344.0,122000.0,20,119,6.457330969865789,98.858329008822,1.1416709911779968,8.711066092681692
"Miami County, Kansas",34625.0,88000.0,2267.0,17890.0,495.0,4966.0,277700.0,20,121,6.547292418772563,97.30758770737013,2.6924122926298613,14.342238267148014
"Mitchell County, Kansas",5767.0,58233.0,702.0,2736.0,24.0,689.0,109600.0,20,123,12.172706779954916,99.1304347826087,0.8695652173913043,11.947286284029826
"Montgomery County, Kansas",31143.0,53242.0,4911.0,14027.0,543.0,3012.0,92100.0,20,125,15.769193719294867,96.27316403568977,3.7268359643102267,9.671515268278586
"Morris County, Kansas",5388.0,56716.0,677.0,2816.0,56.0,788.0,120900.0,20,127,12.564959168522643,98.05013927576601,1.9498607242339834,14.625092798812176
"Morton County, Kansas",2647.0,65625.0,381.0,1172.0,42.0,233.0,95600.0,20,129,14.393653192293163,96.54036243822077,3.459637561779242,8.802417831507366
"Nemaha County, Kansas",10213.0,77375.0,764.0,5090.0,45.0,1397.0,196100.0,20,131,7.480661901498091,99.1236611489776,0.8763388510223954,13.678644864388525
"Neosho County, Kansas",15715.0,55704.0,2340.0,7551.0,350.0,1583.0,101200.0,20,133,14.8902322621699,95.57018098974814,4.429819010251867,10.073178491886733
"Ness County, Kansas",2659.0,66107.0,296.0,1465.0,15.0,344.0,85400.0,20,135,11.132004512974802,98.98648648648648,1.0135135135135136,12.937194433997742
"Norton County, Kansas",5392.0,50305.0,375.0,2041.0,13.0,574.0,106300.0,20,137,6.954747774480712,99.36708860759494,0.6329113924050633,10.645400593471809
"Osage County, Kansas",15780.0,70216.0,1709.0,7744.0,196.0,1604.0,142800.0,20,139,10.830164765525982,97.53148614609572,2.468513853904282,10.164765525982256
"Osborne County, Kansas",3473.0,59408.0,419.0,1810.0,29.0,426.0,84700.0,20,141,12.06449755254823,98.42305600870039,1.5769439912996193,12.266052404261446
"Ottawa County, Kansas",5782.0,76755.0,685.0,2936.0,95.0,744.0,164100.0,20,143,11.847111726046352,96.86572088419663,3.134279115803365,12.867519889311657
"Pawnee County, Kansas",6220.0,63625.0,608.0,2870.0,35.0,622.0,102400.0,20,145,9.77491961414791,98.79518072289156,1.2048192771084338,10.0
"Phillips County, Kansas",4874.0,61235.0,661.0,2331.0,74.0,547.0,94700.0,20,147,13.561756257693885,96.92307692307692,3.076923076923077,11.22281493639721
"Pottawatomie County, Kansas",25808.0,87694.0,1810.0,12698.0,242.0,3829.0,223000.0,20,149,7.013329200247985,98.12982998454405,1.8701700154559506,14.836484810911346
"Pratt County, Kansas",9120.0,64348.0,813.0,4414.0,164.0,991.0,114500.0,20,151,8.914473684210526,96.41764962865881,3.582350371341197,10.866228070175438
"Rawlins County, Kansas",2533.0,65000.0,252.0,1372.0,16.0,247.0,99400.0,20,153,9.948677457560205,98.84726224783861,1.1527377521613833,9.751283063560996
"Reno County, Kansas",61693.0,60498.0,7252.0,30346.0,1192.0,5990.0,125000.0,20,155,11.754980305707292,96.22043249413406,3.77956750586594,9.709367351239202
"Republic County, Kansas",4662.0,53611.0,665.0,2195.0,23.0,546.0,76000.0,20,157,14.264264264264265,98.96302975653742,1.0369702434625787,11.711711711711711
"Rice County, Kansas",9389.0,63947.0,644.0,4598.0,154.0,974.0,105500.0,20,159,6.859090424965385,96.75925925925925,3.2407407407407405,10.373841729683672
"Riley County, Kansas",71710.0,59560.0,13499.0,36721.0,1723.0,9495.0,231200.0,20,161,18.824431738948544,95.51815627926334,4.481843720736656,13.240831125366057
"Rooks County, Kansas",4869.0,61596.0,247.0,2471.0,52.0,638.0,90000.0,20,163,5.072910248510988,97.93896155370591,2.0610384462940945,13.103306633805708
"Rush County, Kansas",2957.0,60288.0,329.0,1527.0,78.0,343.0,79300.0,20,165,11.126141359485965,95.14018691588785,4.859813084112149,11.59959418329388
"Russell County, Kansas",6717.0,53902.0,1004.0,3500.0,65.0,604.0,106400.0,20,167,14.947149024862288,98.17671809256662,1.8232819074333801,8.99210957272592
"Saline County, Kansas",53801.0,63316.0,6457.0,28634.0,1029.0,7103.0,171900.0,20,169,12.001635657329789,96.53103192529414,3.468968074705862,13.202356833516104
"Scott County, Kansas",5071.0,67788.0,436.0,2693.0,30.0,755.0,170100.0,20,171,8.597909682508382,98.89827396254131,1.1017260374586852,14.888582133701439
"Sedgwick County, Kansas",524810.0,67675.0,72477.0,265730.0,13890.0,69501.0,190700.0,20,173,13.81014081286561,95.0325441670839,4.967455832916101,13.24307844743812
"Seward County, Kansas",21640.0,62269.0,2762.0,10904.0,462.0,1211.0,134000.0,20,175,12.763401109057302,95.93524546894247,4.06475453105754,5.596118299445471
"Shawnee County, Kansas",178315.0,66043.0,21495.0,88336.0,3673.0,24507.0,170400.0,20,177,12.054510276757425,96.00799921746786,3.9920007825321435,13.743655889857836
"Sheridan County, Kansas",2442.0,70000.0,252.0,1302.0,8.0,277.0,152000.0,20,179,10.319410319410318,99.38931297709924,0.6106870229007634,11.343161343161343
"Sherman County, Kansas",5919.0,64444.0,557.0,3177.0,12.0,710.0,126300.0,20,181,9.410373373880724,99.62370649106302,0.37629350893697083,11.995269471194458
"Smith County, Kansas",3579.0,57024.0,275.0,1784.0,29.0,495.0,91000.0,20,183,7.683710533668623,98.40044125758412,1.5995587424158852,13.830678960603521
"Stafford County, Kansas",4004.0,63786.0,422.0,2016.0,52.0,548.0,96700.0,20,185,10.539460539460539,97.48549323017409,2.5145067698259185,13.686313686313687
"Stanton County, Kansas",2018.0,70361.0,256.0,952.0,21.0,216.0,64200.0,20,187,12.685827552031714,97.84172661870504,2.158273381294964,10.703666997026758
"Stevens County, Kansas",5212.0,61909.0,780.0,2411.0,108.0,362.0,124500.0,20,189,14.965464313123562,95.71258435887256,4.287415641127431,6.945510360706063
"Sumner County, Kansas",22386.0,60348.0,2351.0,10633.0,633.0,2661.0,118700.0,20,191,10.50209952648977,94.38132433871826,5.618675661281733,11.886893594210669
"Thomas County, Kansas",7913.0,73575.0,516.0,4242.0,6.0,1045.0,165900.0,20,193,6.520914950082143,99.85875706214689,0.14124293785310735,13.20611651712372
"Trego County, Kansas",2778.0,73375.0,149.0,1491.0,16.0,466.0,115400.0,20,195,5.3635709143268535,98.93828798938287,1.06171201061712,16.774658027357813
"Wabaunsee County, Kansas",6961.0,70536.0,480.0,3436.0,137.0,813.0,178200.0,20,197,6.8955609826174395,96.16568709767702,3.8343129023229774,11.67935641430829
"Wallace County, Kansas",1459.0,60263.0,184.0,720.0,9.0,187.0,94200.0,20,199,12.611377655928719,98.76543209876543,1.2345679012345678,12.816997943797121
"Washington County, Kansas",5519.0,62452.0,440.0,2616.0,40.0,609.0,106100.0,20,201,7.972458778764269,98.49397590361446,1.5060240963855422,11.034607718789635
"Wichita County, Kansas",2115.0,71282.0,342.0,957.0,5.0,202.0,98700.0,20,203,16.170212765957448,99.48024948024948,0.5197505197505198,9.55082742316785
"Wilson County, Kansas",8559.0,57056.0,1331.0,4032.0,143.0,944.0,93900.0,20,205,15.550882112396309,96.57485029940119,3.4251497005988023,11.029325855824279
"Woodson County, Kansas",3118.0,48152.0,379.0,1353.0,34.0,375.0,77100.0,20,207,12.155227710070559,97.54866618601298,2.451333813987022,12.026940346375882
"Wyandotte County, Kansas",167277.0,60582.0,28943.0,82734.0,4467.0,13650.0,152700.0,20,209,17.302438470321682,94.87735232394124,5.122647676058761,8.160117649168743
"Adair County, Kentucky",19016.0,50316.0,3208.0,8348.0,646.0,1260.0,134800.0,21,1,16.870004206983594,92.81743384478541,7.182566155214587,6.625999158603281
"Allen County, Kentucky",21029.0,59029.0,3120.0,9731.0,733.0,1509.0,176300.0,21,3,14.83665414427695,92.99503058103976,7.004969418960244,7.1758048409339485
"Anderson County, Kentucky",24098.0,71747.0,2981.0,11440.0,294.0,2898.0,213200.0,21,5,12.370321188480373,97.49446054201466,2.505539457985342,12.025894265084238
"Ballard County, Kentucky",7678.0,64740.0,1037.0,3476.0,143.0,712.0,132900.0,21,7,13.506121385777547,96.04863221884499,3.951367781155015,9.273248241729618
"Barren County, Kentucky",44670.0,49171.0,9207.0,19386.0,936.0,3411.0,166900.0,21,9,20.61114842175957,95.3941541186891,4.605845881310895,7.635997313633311
"Bath County, Kentucky",12812.0,54128.0,2974.0,5132.0,205.0,737.0,111800.0,21,11,23.2126131751483,96.15889076260072,3.841109237399288,5.752419606618795
"Bell County, Kentucky",23878.0,32403.0,6268.0,7973.0,838.0,1489.0,83000.0,21,13,26.250104698886005,90.48916127567813,9.51083872432187,6.23586565038948
"Boone County, Kentucky",137676.0,94752.0,8997.0,72762.0,2071.0,20422.0,253200.0,21,15,6.534908044975158,97.23250437641148,2.7674956235885237,14.833376913913826
"Bourbon County, Kentucky",20174.0,56322.0,2724.0,9417.0,413.0,2085.0,211600.0,21,17,13.5025280063448,95.79857578840286,4.201424211597152,10.335084762565678
"Boyd County, Kentucky",48043.0,60659.0,8154.0,20592.0,1355.0,3572.0,126300.0,21,19,16.97229565181192,93.82603544903631,6.173964550963685,7.435006140332619
"Boyle County, Kentucky",30708.0,61635.0,3946.0,13795.0,812.0,3244.0,200700.0,21,21,12.850071642568711,94.44102142808242,5.5589785719175735,10.564022404585124
"Bracken County, Kentucky",8427.0,59521.0,1675.0,3937.0,218.0,540.0,116400.0,21,23,19.876587160318028,94.75330926594464,5.246690734055355,6.407974368102527
"Breathitt County, Kentucky",13438.0,41101.0,3726.0,5038.0,469.0,805.0,61800.0,21,25,27.727340378032444,91.48356637007446,8.51643362992555,5.990474773031701
"Breckinridge County, Kentucky",20722.0,53673.0,4331.0,8750.0,456.0,1364.0,141400.0,21,27,20.900492230479685,95.04670866825983,4.95329133174017,6.582376218511726
"Bullitt County, Kentucky",83209.0,77640.0,7882.0,44194.0,1818.0,7318.0,233700.0,21,29,9.472533019264743,96.04885681996002,3.95114318003999,8.79472172481342
"Butler County, Kentucky",12373.0,52003.0,2230.0,5054.0,214.0,441.0,105500.0,21,31,18.023114846843935,95.93773728170083,4.0622627182991655,3.5642123979633076
"Caldwell County, Kentucky",12631.0,57618.0,1731.0,5637.0,158.0,945.0,113500.0,21,33,13.704378117330377,97.27351164797238,2.72648835202761,7.4815929063415405
"Calloway County, Kentucky",37882.0,51854.0,6012.0,18371.0,800.0,4131.0,181200.0,21,35,15.870334195660208,95.82703041051587,4.172969589484117,10.904915263185682
"Campbell County, Kentucky",93193.0,77271.0,9728.0,50067.0,1846.0,15916.0,234500.0,21,37,10.438552251778567,96.44405062315798,3.5559493768420243,17.07853594154067
"Carlisle County, Kentucky",4763.0,62019.0,783.0,2091.0,88.0,284.0,104700.0,21,39,16.439218979634685,95.96145020651676,4.038549793483249,5.962628595423053
"Carroll County, Kentucky",10878.0,57753.0,2001.0,4671.0,324.0,403.0,129800.0,21,41,18.39492553778268,93.51351351351352,6.486486486486487,3.7047251332965616
"Carter County, Kentucky",26515.0,50389.0,5058.0,10220.0,421.0,1573.0,126100.0,21,43,19.075994719969827,96.04360492434921,3.956395075650785,5.9324910428059585
"Casey County, Kentucky",15951.0,41689.0,3791.0,6032.0,539.0,743.0,135700.0,21,45,23.76653501347878,91.79729112768224,8.20270887231776,4.658015171462604
"Christian County, Kentucky",72599.0,54190.0,11580.0,25660.0,1991.0,5717.0,149200.0,21,47,15.95063292882822,92.79953708726629,7.200462912733717,7.8747641152081975
"Clark County, Kentucky",37004.0,67824.0,4696.0,17810.0,862.0,3625.0,197900.0,21,49,12.69051994378986,95.3834618680377,4.6165381319622965,9.796238244514106
"Clay County, Kentucky",20105.0,39607.0,5887.0,7088.0,724.0,1086.0,87300.0,21,51,29.281273315095746,90.73220686123912,9.267793138760881,5.401641382740611
"Clinton County, Kentucky",9240.0,42168.0,1674.0,4132.0,233.0,586.0,114000.0,21,53,18.116883116883116,94.66208476517754,5.337915234822451,6.341991341991342
"Crittenden County, Kentucky",8972.0,47003.0,1578.0,3633.0,122.0,434.0,115700.0,21,55,17.58805171645118,96.75099866844208,3.2490013315579227,4.837271511368703
"Cumberland County, Kentucky",5948.0,39662.0,1987.0,2161.0,65.0,403.0,128600.0,21,57,33.40618695359785,97.07996406109613,2.9200359389038635,6.775386684599866
"Daviess County, Kentucky",103195.0,65323.0,15314.0,49829.0,2215.0,10431.0,185800.0,21,59,14.839866272590726,95.74398585812006,4.256014141879947,10.108047870536364
"Edmonson County, Kentucky",12243.0,54512.0,2030.0,5140.0,350.0,514.0,136600.0,21,61,16.580903373356204,93.6247723132969,6.375227686703097,4.198317405864576
"Elliott County, Kentucky",7336.0,40074.0,1659.0,2040.0,137.0,198.0,97400.0,21,63,22.614503816793892,93.70693615066605,6.293063849333946,2.699018538713195
"Estill County, Kentucky",14079.0,43905.0,3064.0,5479.0,395.0,666.0,111900.0,21,65,21.762909297535334,93.27545114061968,6.724548859380321,4.730449605795866
"Fayette County, Kentucky",321122.0,67631.0,48466.0,177301.0,8866.0,55502.0,272100.0,21,67,15.092706198890141,95.2376092433138,4.762390756686201,17.28377376822516
"Fleming County, Kentucky",15221.0,49663.0,3480.0,6465.0,448.0,1028.0,115200.0,21,69,22.863149595952958,93.51945609720815,6.480543902791841,6.753826949609093
"Floyd County, Kentucky",35342.0,41582.0,9177.0,12468.0,888.0,2144.0,93300.0,21,71,25.966272423745117,93.35130278526505,6.64869721473495,6.06643653443495
"Franklin County, Kentucky",51563.0,66470.0,6683.0,25842.0,1456.0,6690.0,198700.0,21,73,12.960844016058026,94.66627591764964,5.333724082350355,12.97441964199135
"Fulton County, Kentucky",6440.0,36834.0,1509.0,2337.0,170.0,628.0,78100.0,21,75,23.43167701863354,93.2189868368568,6.781013163143198,9.751552795031056
"Gallatin County, Kentucky",8749.0,62247.0,1245.0,4191.0,146.0,539.0,169400.0,21,77,14.230197736884215,96.63361770809315,3.366382291906848,6.160704080466339
"Garrard County, Kentucky",17346.0,62572.0,2922.0,7858.0,480.0,1225.0,186800.0,21,79,16.845382220684886,94.24322379467498,5.756776205325018,7.062146892655368
"Grant County, Kentucky",25238.0,67940.0,3045.0,12199.0,578.0,1534.0,185500.0,21,81,12.065139868452333,95.47624638021445,4.523753619785552,6.078136143909977
"Graves County, Kentucky",36612.0,50576.0,7406.0,15956.0,638.0,2482.0,139000.0,21,83,20.228340434830113,96.15523683259009,3.844763167409907,6.779198077133181
"Grayson County, Kentucky",26586.0,49893.0,5027.0,11587.0,587.0,1371.0,160100.0,21,85,18.908448055367487,95.1782487267948,4.821751273205192,5.156849469645678
"Green County, Kentucky",11278.0,41087.0,2384.0,4775.0,404.0,698.0,118900.0,21,87,21.13849973399539,92.19926626761922,7.800733732380769,6.189040610037241
"Greenup County, Kentucky",35639.0,59613.0,5292.0,14434.0,832.0,2536.0,135300.0,21,89,14.848901484328966,94.54998034848683,5.450019651513167,7.115800106624764
"Hancock County, Kentucky",9032.0,66836.0,1409.0,4141.0,160.0,668.0,137600.0,21,91,15.600088573959257,96.27993489886073,3.7200651011392702,7.395925597874226
"Hardin County, Kentucky",111452.0,67608.0,12623.0,51142.0,3420.0,11190.0,205900.0,21,93,11.325951979327424,93.73190132326528,6.2680986767347235,10.040196676596203
"Harlan County, Kentucky",26185.0,37198.0,6930.0,8331.0,919.0,1137.0,73100.0,21,95,26.465533702501432,90.06486486486487,9.935135135135136,4.342180637769715
"Harrison County, Kentucky",18971.0,63205.0,3039.0,8751.0,253.0,1586.0,188900.0,21,97,16.019187180433292,97.19013771657042,2.8098622834295868,8.360128617363344
"Hart County, Kentucky",19470.0,49653.0,4022.0,8204.0,367.0,794.0,124600.0,21,99,20.657421674370827,95.71811923929529,4.281880760704702,4.0780688238315355
"Henderson County, Kentucky",44493.0,58239.0,6734.0,20214.0,608.0,3892.0,165700.0,21,101,15.134965050682132,97.0800115262703,2.919988473729709,8.747443418065764
"Henry County, Kentucky",15774.0,60736.0,2602.0,7232.0,280.0,1082.0,181300.0,21,103,16.495498922277164,96.27263045793397,3.727369542066028,6.859388867757069
"Hickman County, Kentucky",4470.0,63750.0,893.0,1914.0,77.0,291.0,92300.0,21,105,19.977628635346754,96.13259668508287,3.867403314917127,6.510067114093959
"Hopkins County, Kentucky",45143.0,57610.0,8405.0,19635.0,1261.0,2862.0,128800.0,21,107,18.618611966417827,93.96535222052067,6.034647779479326,6.339853354894447
"Jackson County, Kentucky",13003.0,41410.0,2945.0,4528.0,264.0,594.0,107000.0,21,109,22.648619549334768,94.49081803005008,5.509181969949917,4.568176574636622
"Jefferson County, Kentucky",777392.0,67849.0,110819.0,407856.0,19575.0,116188.0,237200.0,21,111,14.255227735814108,95.42031345410138,4.579686545898636,14.945870294523225
"Jessamine County, Kentucky",53792.0,74886.0,5480.0,26521.0,850.0,6308.0,245100.0,21,113,10.187388459250446,96.89452340067956,3.1054765993204487,11.726650803093397
"Johnson County, Kentucky",22464.0,43014.0,5116.0,8295.0,392.0,1439.0,125300.0,21,115,22.774216524216524,95.48751007252217,4.512489927477841,6.405804843304844
"Kenton County, Kentucky",169817.0,79421.0,20065.0,92721.0,3504.0,27996.0,227500.0,21,117,11.815660387358157,96.35853468433359,3.641465315666407,16.485981968825264
"Knott County, Kentucky",14046.0,37736.0,3511.0,4876.0,567.0,810.0,74600.0,21,119,24.99644026769187,89.58295057872496,10.417049421275031,5.766766339171294
"Knox County, Kentucky",30034.0,33153.0,10761.0,9656.0,763.0,1425.0,109200.0,21,121,35.82939335419857,92.67684038775315,7.323159612246857,4.744622760871013
"Larue County, Kentucky",15028.0,67770.0,2789.0,6876.0,122.0,787.0,177500.0,21,123,18.558690444503593,98.25664475564447,1.7433552443555302,5.236891136545116
"Laurel County, Kentucky",62731.0,56999.0,13047.0,27363.0,980.0,3944.0,143400.0,21,125,20.798329374631365,96.54235613731785,3.4576438626821435,6.287162646857215
"Lawrence County, Kentucky",16171.0,45584.0,3529.0,5645.0,339.0,940.0,108100.0,21,127,21.82301651103828,94.33489304812835,5.665106951871658,5.812874899511471
"Lee County, Kentucky",7375.0,34182.0,1876.0,2536.0,179.0,324.0,82100.0,21,129,25.43728813559322,93.40699815837937,6.593001841620626,4.393220338983051
"Leslie County, Kentucky",10261.0,40176.0,2701.0,3763.0,279.0,482.0,74100.0,21,131,26.322970470714356,93.09747649678377,6.902523503216229,4.697397914433291
"Letcher County, Kentucky",21146.0,40501.0,5539.0,7406.0,432.0,1040.0,70500.0,21,133,26.1940792584886,94.48838989538147,5.511610104618525,4.918187836943157
"Lewis County, Kentucky",13028.0,41632.0,2915.0,4665.0,356.0,575.0,86100.0,21,135,22.3748848633712,92.9097789285003,7.090221071499701,4.413570770647835
"Lincoln County, Kentucky",24415.0,50862.0,4459.0,10316.0,784.0,1577.0,139300.0,21,137,18.263362686872824,92.93693693693695,7.063063063063063,6.459143968871596
"Livingston County, Kentucky",8941.0,59713.0,1677.0,4030.0,188.0,497.0,116300.0,21,139,18.756291242590315,95.54291133238502,4.4570886676149835,5.558662342019908
"Logan County, Kentucky",27731.0,61535.0,3839.0,12460.0,604.0,1965.0,151500.0,21,141,13.84371281237604,95.37660747091243,4.623392529087568,7.085932710684793
"Lyon County, Kentucky",8831.0,64464.0,778.0,3188.0,113.0,649.0,183600.0,21,143,8.809874306420564,96.57679491063314,3.423205089366858,7.349111085947231
"McCracken County, Kentucky",67584.0,62385.0,10173.0,31349.0,958.0,7991.0,182900.0,21,145,15.052379261363635,97.03469836258395,2.9653016374160397,11.823804450757576
"McCreary County, Kentucky",16905.0,37355.0,5358.0,4974.0,115.0,630.0,77000.0,21,147,31.694764862466723,97.74022401257615,2.2597759874238554,3.7267080745341614
"McLean County, Kentucky",9127.0,70549.0,840.0,4080.0,269.0,673.0,145600.0,21,149,9.203462254848253,93.81467003908945,6.185329960910554,7.373726306562946
"Madison County, Kentucky",94064.0,62407.0,13938.0,48175.0,2534.0,11953.0,220700.0,21,151,14.817571015478823,95.00285945295707,4.997140547042931,12.70730566422861
"Magoffin County, Kentucky",11495.0,33632.0,3775.0,3475.0,430.0,367.0,88300.0,21,153,32.84036537625054,88.98847631241998,11.011523687580025,3.1926924749891255
"Marion County, Kentucky",19680.0,55404.0,3665.0,8523.0,469.0,868.0,158700.0,21,155,18.622967479674795,94.78425266903915,5.215747330960855,4.4105691056910565
